  500   50000
  278      81      14
  481      65      21
  435      15      49
  209      78      39
  273      55      37
  211     276      28
  437     161      14
  365     451       9
  280      84      50
   11     419       1
  465      92      28
  414      43      18
  303     163      50
  203      52      20
  259     129      31
  191     364      27
  436     403       7
  328     165      14
    3     285      49
   53     376      49
  161      54      46
  402     327       5
   26     118      32
   95     148      29
  467     404      25
  265     438      35
  383     464      10
  187     243      13
  109     351       1
   69     213      41
  265     153      42
  160     411      24
  459      91       2
  107     495      30
  349     148      21
  463     237      17
  364     177      32
  374     250      29
  375      26      21
  424     277      38
  112     260      16
  463     315      50
   43     333       3
  263     451      50
  410     497      14
  384      55      20
  324       3      37
