 2000   20000
  433     646     151
 1945    1374     145
 1996    1852     468
  789    1501      55
  921     999     300
  662     203     361
 1074    1132      68
  666    1857     373
  615     427     290
 1957    1963     401
 1337    1495     329
  536      93      94
  227    1845     294
 1291      18     339
 1061     182     202
 1667     736     445
 1406    1916     342
  973    1462     422
 1323    1348     139
 1503    1924     185
 1584     656     152
 1963    1166     138
 1453     355     205
  778    1324     136
  502    1042     168
  493     113     229
 1312    1293      17
  863      63      37
 1913     690      90
 1905    1068     276
  907     973     170
  495    1170     356
  907     381     435
  214     140     407
  973     516     182
 1598    1975     376
 1756    1320     336
  893    1213      63
 1428     429      20
  572     929       4
  810     293     297
 1380    1619     182
 1524     841     162
 1810    1163     212
  342     393     345
  644    1399      75
   73    1871     160
 1010    1228     438
   85    1929     442
 1390    1559     208
  566     753      19
 1823    1198     187
  429    1018     214
 1810     964     310
  537     921     155
 1304     434     152
  513     259     159
  159     602      58
  277     305      72
  889    1147     387
  949     404     346
  974     809     388
 1485     798     243
  503     287     318
   69    1351     162
 1372     320     347
  194    1237     401
 1552     468     102
  640     920     269
 1118     386     441
 1035      53     471
   97     662      11
 1899     983     481
 1176     102     156
  558    1994     375
 1701    1839     385
 1955    1218      86
 1763     244     119
  301    1867     157
 1156     577     471
 1517     306      90
  138     159     370
 1885    1748      21
 1533    1011      45
 1772    1389     212
  763    1001     442
  518     908     332
  240     517     178
  764    1113     324
 1497     601     198
  778     145     255
  341    1032      19
  801     163     105
 1093    1424     138
 1042     977     121
  433     825     322
 1700    1138     217
  405    1162     222
 1958     846     249
 1845     604     233
 1240    1427     400
  978    1207     292
 1121     484      73
  343    1018     308
  740    1163     344
   98      50     377
  760    1755      56
 1648     502      99
 1941    1497      57
  208    1442     462
  512     790     288
  492    1053     253
 1072     407     364
  513     487       6
 1704    1390     425
 1984     290     212
 1442     424     376
  861       1     267
 1226    1481     358
  510     466     440
 1146     625      58
 1753      96      93
 1073    1855     218
 1736    1391     208
 1662    1908     289
  894     793     415
 1522     507     286
 1221    1974     479
 1449     546     177
  476      97     342
  708     825     114
  281     147     416
 1977     911       1
 1926     350     242
 1817     653     117
 1595     374      17
  552     211     406
  548     729       6
  641     591     413
 1070    1309      90
 1887     803      44
  778     650     173
  823     689     158
  700    1937     426
  229    1305     473
 1489    1655     282
 1422    1482     233
 1249    1843     335
   44     994      60
 1875    1374     217
  901     347     134
 1401    1825     447
 1738     717     331
 1529    1518     348
  367    1123     427
  496    1972     162
  112    1422     174
  203     994     150
  988     934     231
  838    1239     468
  407      42     348
 1754    1599     113
 1262    1080     435
 1953    1060      85
 1990    1887     437
 1668    1072     324
 1779     329     332
  589    1150     425
  118     191       8
  821    1345     289
 1686     594     472
  948    1326     329
 1332     634     175
  790     633     142
 1157     137     491
  428     860     493
  264     830     462
  766    1879     284
  620     395     300
  901    1032     457
 1626     497     220
  789     246     333
 1037      65     167
 1808    1096     459
 1265    1974     434
 1969    1065     484
 1848     404     232
  169    1599     141
  674    1819     162
 1086    1042     409
  714    1578     145
 1165    1507     173
 1418    1966      86
 1562    1484     214
 1324    1918     343
 1680    1384     402
  655    1835     116
 1464    1780     213
  821     159     220
 1676    1915     474
  751     448      33
 1888    1547     259
  440    1366     185
 1823    1456     188
  418    1652      51
  701     347     452
 1637     750     273
 1777     232     424
 1232     513     288
  643     983      39
  754     885      61
 1806    1737     367
  209     700     489
 1433      96     206
  130     926      90
   79    1865     458
   64     555      17
 1718     119     146
 1615    1971      55
  576     664     132
  424     723      12
 1596    1441     286
 1170    1628     225
  361    1052     304
  153     391      74
 1857    1601     246
  451    1883      83
  839    1547     317
 1416    1009     277
  224     238     251
  510     127     133
 1095     869      58
  799     310     272
 1054    1595     213
  215    1702      62
 1697    1429     411
 1929    1355     330
  378    1604      70
 1556     323     128
  125    1949     159
  966     536     443
  119    1087     192
  357     926     167
 1003    1392      22
 1970     201      36
  248    1665     141
  395    1637     234
  605     668     262
  186     283     315
  209    1929     460
 1227    1473      11
  401     478     386
  669    1345      64
 1220     121     443
 1089     311     385
  882    1223      16
 1469    1314     240
   86     171     241
  173    1113     470
  503    1193     100
  441    1469     455
 1780    1122     242
 1895    1976     210
  774    1216     123
  141     160      81
 1624    1912      50
  233    1769     464
 1595    1991     249
  513    1860     266
 1481    1915      61
 1220     244     145
  366     715     241
   21     545     494
  257     969      33
  637    1165     164
  170    1193     242
 1140    1594      46
  210     436     474
 1269     971     238
  109     906     347
 1767     898     484
  494     640      83
  374      34      25
  286    1767       9
 1200    1827      35
  363    1593     471
 1937     687     299
  261    1685     185
  786    1277      73
  283     802     231
 1465    1790       5
  322    1214     453
  210     702     277
 1450     246     397
 1191     983     368
  661    1336     499
   58    1530     253
 1653    1591     447
 1091    1164      41
  986    1838     397
